,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,User Name,User ID,Tweet,Image URL,Location,Cleaned_Tweet,scores,label
7,8,8,8,2022-12-06 20:20:38+00:00,SIDrunks,47539766,It's time to wipe out student loan debt and create an entirely new system. https://t.co/H6JstKAqSS #studentloanforgiveness,https://pbs.twimg.com/profile_images/1457877737679503361/pKDD15Zr_normal.jpg,United States,time wipe student loan debt create entirely new system,"{'neg': 0.216, 'neu': 0.603, 'pos': 0.181, 'compound': -0.1027}",Negative
10,11,11,11,2022-12-06 19:17:48+00:00,simulator8,21474769,"This would be illegal.  #BankruptcyPowers are constitutional, along with the government’s right to contract with federal borrowers (most student loans are federal).

Biden’s #StudentLoanForgiveness Will Likely Be Deemed Illegal — What To Expect Now.
 https://t.co/229Ar7GaGQ",https://pbs.twimg.com/profile_images/958913570942709760/48IQ3EdQ_normal.jpg,United States,would illegal constitutional along government right contract federal borrowers student loans federal biden likely deemed illegal expect,"{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.802}",Negative
13,14,14,14,2022-12-06 17:26:51+00:00,DEA78810182,1451225579152461824,I feel Biden had to know that it was not going to pass and face headwinds along the process but because elections were coming he was just trying to show he has done it only to have it blocked.  What are the 26 million hopefull are going to think now. #studentloanforgiveness,https://pbs.twimg.com/profile_images/1451225702099996680/uohUpnUT_normal.jpg,United States,feel biden know going pass face headwinds along process elections coming trying show done blocked million hopefull going think,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.2732}",Negative
15,16,16,16,2022-12-06 16:10:52+00:00,TLActivist,105786934,"Now wait a damn minute @JoeBiden …y’all sending BILLIONS of dollars to Ukraine and this what they doing with it? 

If y’all don’t go get our fuggin money back…and now dammit! #UkraineRussianWar #unitedStates #studentloanforgiveness https://t.co/uOVenwJvaC",https://pbs.twimg.com/profile_images/1600173640653340675/yLxtKqqD_normal.jpg,United States,wait damn minute sending billions dollars ukraine go get fuggin money back dammit,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.4019}",Negative
16,18,18,18,2022-12-06 15:07:19+00:00,jfqueen,456735446,"Trump says there are portions of the Constitution that need to be changed, unlike Biden who simply ignores the Constitution altogether. #Immigration #studentloanforgiveness",https://pbs.twimg.com/profile_images/378800000511532961/efaffb92d5b42e09c0aafbc3aeb29893_normal.jpeg,United States,trump says portions constitution need changed unlike biden simply ignores constitution altogether,"{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.2732}",Negative
18,20,20,20,2022-12-06 14:28:43+00:00,Pollerama,1151595823899131904,@ReverendWarnock Democrats lie to get votes. Knowing the #studentloanforgiveness scam was unconstitutional. Vote republican for truth and your future. #HerschelWalker https://t.co/EhTazBL309,https://pbs.twimg.com/profile_images/1151596124941082624/SUcDRCRa_normal.png,United States,democrats lie get votes knowing scam unconstitutional vote republican truth future,"{'neg': 0.247, 'neu': 0.6, 'pos': 0.153, 'compound': -0.34}",Negative
20,22,22,22,2022-12-06 13:47:21+00:00,Stefie0611,886326779954307073,"Nothing like watching the Biden Administration try &amp; back peddle! 🤣
#studentloanforgiveness
https://t.co/rYj3kw04Yg",https://pbs.twimg.com/profile_images/1508437631935434767/jWh__bVl_normal.jpg,United States,nothing like watching biden administration try back peddle,"{'neg': 0.232, 'neu': 0.768, 'pos': 0.0, 'compound': -0.2755}",Negative
24,26,26,26,2022-12-06 13:11:09+00:00,inghramtalks,1518769654914822146,"Finally, the dumbest move @GOP could have done about this EO was challenge it in courts. That’ll immediately be used against the party by @TheDemocrats — and rightfully so!

11/

#studentloanforgiveness",https://pbs.twimg.com/profile_images/1518771025907003392/ovtaLzgt_normal.jpg,United States,finally dumbest move could done eo challenge courts immediately used party rightfully,"{'neg': 0.202, 'neu': 0.552, 'pos': 0.245, 'compound': -0.0772}",Negative
27,29,29,29,2022-12-06 13:05:53+00:00,inghramtalks,1518769654914822146,"It would behoove @GOP to recruit these voters. Here’s how:

1. Forgiveness. @GOP had no problem bailing out banks and corporations with taxpayer dollars. That was a mistake but we can’t hide from it and it looks elitist to help corps over citizens.

8/

#studentloanforgiveness",https://pbs.twimg.com/profile_images/1518771025907003392/ovtaLzgt_normal.jpg,United States,would behoove recruit voters forgiveness problem bailing banks corporations taxpayer dollars mistake hide looks elitist help corps citizens,"{'neg': 0.276, 'neu': 0.528, 'pos': 0.195, 'compound': -0.25}",Negative
28,30,30,30,2022-12-06 13:02:56+00:00,inghramtalks,1518769654914822146,"2. Currently debt forgives advocates are down $50,000–assuming Biden’s EO passes muster. $60,000 if it doesn’t.

This failure is specifically due to @SpeakerPelosi and @TheDemocrats putting party over country. I know y’all remember that line. 

7/

#studentloanforgiveness",https://pbs.twimg.com/profile_images/1518771025907003392/ovtaLzgt_normal.jpg,United States,currently debt forgives advocates assuming biden eo passes muster failure specifically due putting party country know remember line,"{'neg': 0.23, 'neu': 0.556, 'pos': 0.214, 'compound': -0.1027}",Negative
30,32,32,32,2022-12-06 12:58:35+00:00,inghramtalks,1518769654914822146,"Unfortunately now they’re banking on an unconstitutional EO, which will be struck down by our very pro-constitution SCOTUS. When that occurs, the leftist media will once again mislead the public into thinking this is the fault of Republicans.

5/

#studentloanforgiveness",https://pbs.twimg.com/profile_images/1518771025907003392/ovtaLzgt_normal.jpg,United States,unfortunately banking unconstitutional eo struck pro constitution scotus occurs leftist media mislead public thinking fault republicans,"{'neg': 0.353, 'neu': 0.647, 'pos': 0.0, 'compound': -0.7269}",Negative
31,33,33,33,2022-12-06 12:56:48+00:00,inghramtalks,1518769654914822146,"Essentially that stimulus package would have made it through Congress and debt forgiveness advocates would have had their debts removed the constitutional way—through legislation. 

4/

#studentloanforgiveness",https://pbs.twimg.com/profile_images/1518771025907003392/ovtaLzgt_normal.jpg,United States,essentially stimulus package would made congress debt forgiveness advocates would debts removed constitutional way legislation,"{'neg': 0.142, 'neu': 0.739, 'pos': 0.119, 'compound': -0.1027}",Negative
32,34,34,34,2022-12-06 12:54:19+00:00,inghramtalks,1518769654914822146,"Most debt forgiveness advocates didn’t know this because the leftist media was in full attack mode against Trump at this time, shilling for Biden (something completely antithetical to objective journalism, but I digress), that it was kept under wraps.

3/

#studentloanforgiveness",https://pbs.twimg.com/profile_images/1518771025907003392/ovtaLzgt_normal.jpg,United States,debt forgiveness advocates know leftist media full attack mode trump time shilling biden something completely antithetical objective journalism digress kept wraps,"{'neg': 0.218, 'neu': 0.7, 'pos': 0.082, 'compound': -0.5423}",Negative
34,36,36,36,2022-12-06 12:50:47+00:00,inghramtalks,1518769654914822146,"Just want to remind everyone that in October 2020 Trump attempted to forgive $60,000 of each citizen’s student loan debt as part of a covid stimulus package that @SpeakerPelosi blocked from a floor vote.

1/

 #studentloanforgiveness",https://pbs.twimg.com/profile_images/1518771025907003392/ovtaLzgt_normal.jpg,United States,want remind everyone october trump attempted forgive citizen student loan debt part covid stimulus package blocked floor vote,"{'neg': 0.209, 'neu': 0.636, 'pos': 0.155, 'compound': -0.296}",Negative
36,38,38,38,2022-12-06 10:23:28+00:00,newstruthliz,377904401,"Some 9 mln #Americans received emails last month saying they got #StudentLoanForgiveness when they hadn't been approved b/c process was halted due to #LegalChallenges.
Others who hadn't yet applied for #StudentLoan relief program also received the email. 

https://t.co/MtG396g3BK",https://pbs.twimg.com/profile_images/962473731682484224/2Z1A3oIU_normal.jpg,United States,mln received emails last month saying got hadnt approved b c process halted due others hadnt yet applied relief program also received email,"{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.5975}",Negative
40,43,43,43,2022-12-06 06:35:53+00:00,00FireflyGirl,1574845625656496128,"If someone as wealthy as Alex Jones can file for bankruptcy, there is NO justification for GOP to block Biden's #studentloanforgiveness .
#GenZ
#studentloans https://t.co/QqF4H3dDsS",https://pbs.twimg.com/profile_images/1574857975705092096/QVaEhmkD_normal.jpg,United States,someone wealthy alex jones file bankruptcy justification gop block bidens,"{'neg': 0.216, 'neu': 0.597, 'pos': 0.187, 'compound': -0.1027}",Negative
45,49,49,49,2022-12-06 01:06:40+00:00,mfportfolio,1536555780224307201,@Navient is increasing the payments to existing borrowers to push them into their will. While @POTUS is set to benefit a selective portion of borrowers  #studentloanforgiveness leaving FFLEP and other low income citizens that were pushed to sign into high int loans OUT. Shame!!,https://pbs.twimg.com/profile_images/1555034127392464898/lcI5nOq4_normal.jpg,United States,increasing payments existing borrowers push set benefit selective portion borrowers leaving fflep low income citizens pushed sign high int loans shame,"{'neg': 0.198, 'neu': 0.687, 'pos': 0.115, 'compound': -0.296}",Negative
49,53,53,53,2022-12-05 23:35:54+00:00,BitchesGetRich,4497788532,"New episode drops tomorrow! And guys... we're taking on the student loan debt forgiveness debate. 
#debt #studentloans #studentloanforgiveness https://t.co/MUE3EIBgC2",https://pbs.twimg.com/profile_images/1174387162680365058/y8SkmFis_normal.jpg,United States,new episode drops tomorrow guys taking student loan debt forgiveness debate,"{'neg': 0.184, 'neu': 0.662, 'pos': 0.154, 'compound': -0.1027}",Negative
50,54,54,54,2022-12-05 23:33:27+00:00,JanayKinney,15310900,Well apparently consolidating my loans was a huge mistake. All this time later and I still managed to walk into a student loan debt trap. Now I owe $37k in interest alone #studentloanforgiveness,https://pbs.twimg.com/profile_images/1619101171/379662_736834027060_51902874_35788912_1324467023_n_normal.jpg,United States,well apparently consolidating loans huge mistake time later still managed walk student loan debt trap owe k interest alone,"{'neg': 0.333, 'neu': 0.399, 'pos': 0.268, 'compound': -0.2023}",Negative
52,56,56,56,2022-12-05 23:10:36+00:00,moneytalksdocu,1376587864549494796,"Did student loan debt affect the direction of your career? Share your story here or in our documentary's official student loan survey at https://t.co/kcDi3Kj8Qj

#studentloans #studentloandebt #studentloancrisis #studentloanforgiveness #cancelstudentdebt #cancelstudentloans https://t.co/nz9zMQhrHF",https://pbs.twimg.com/profile_images/1377750446287151104/j2vTAGOq_normal.jpg,United States,student loan debt affect direction career share story documentarys official student loan survey,"{'neg': 0.159, 'neu': 0.701, 'pos': 0.14, 'compound': -0.0772}",Negative
54,58,58,58,2022-12-05 22:14:02+00:00,CBW556,2782934138,"Say you’re going to do something. 
Be told it is unconstitutional, and not within your power to do. 
Do it anyway. 
Get mad when it doesn’t go into effect. 
#studentloanforgiveness",https://pbs.twimg.com/profile_images/1478110013168050180/SC28pawH_normal.jpg,United States,say going something told unconstitutional within power anyway get mad go effect,"{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4939}",Negative
55,59,59,59,2022-12-05 21:45:01+00:00,Noav91285470,1282797533690048513,@holyemilly based Ye destroy Chinese Elon! #YE24 #ThrowbackThursday #BungoStrayDogs #alphabet #getthemfries #studentloanforgiveness,https://pbs.twimg.com/profile_images/1565099600821772288/GlaBvD16_normal.jpg,United States,based ye destroy chinese elon,"{'neg': 0.467, 'neu': 0.533, 'pos': 0.0, 'compound': -0.5423}",Negative
56,60,60,60,2022-12-05 21:12:24+00:00,Mandy_5_WF,1004160866231701505,"🤣🤣🤣🤣🤣🤣 I live in America! I have a decent job, but live paycheck to paycheck. Retirement? I’ll die before my student loans are paid off. #studentloanforgiveness #healthcareinUSisAJoke https://t.co/Al668cclyv",https://pbs.twimg.com/profile_images/1590204515705290758/8uZdsZ4e_normal.jpg,United States,live america decent job live paycheck paycheck retirement die student loans paid,"{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.5994}",Negative
57,61,61,61,2022-12-05 21:10:59+00:00,Mandy_5_WF,1004160866231701505,"@smartasset 🤣🤣🤣🤣🤣🤣 I live in America! I have a decent job, but live paycheck to paycheck. Retirement? I’ll die before my student loans are paid off. #studentloanforgiveness #healthcareinUSisAJoke",https://pbs.twimg.com/profile_images/1590204515705290758/8uZdsZ4e_normal.jpg,United States,live america decent job live paycheck paycheck retirement die student loans paid,"{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.5994}",Negative
58,64,64,64,2022-12-05 20:12:03+00:00,stephkernel,1460554396736045061,"Everyone told people #StudentLoanForgiveness was a GRIFT and people really got into arguments about some shit that was fake from day one.

🤦‍♂️ https://t.co/zPjS3h4zFJ",https://pbs.twimg.com/profile_images/1460554951780937732/4z7qPiTS_normal.jpg,United States,everyone told people grift people really got arguments shit fake day one,"{'neg': 0.525, 'neu': 0.475, 'pos': 0.0, 'compound': -0.8733}",Negative
60,66,66,66,2022-12-05 19:25:42+00:00,lilginapamish,3057760413,REAL ID and #studentloanforgiveness need to quit postponing every 6 months and hang it up for real!,https://pbs.twimg.com/profile_images/1596301391227752449/fJSaLz0k_normal.jpg,United States,real id need quit postponing every months hang real,"{'neg': 0.158, 'neu': 0.842, 'pos': 0.0, 'compound': -0.128}",Negative
66,72,72,72,2022-12-05 16:10:24+00:00,_SmartRoot,1582755312498610176,"Pay attention to these cost factors when picking a college: https://t.co/K8selDLPjb 
.
#college #collegestudents #studentloanforgiveness #student #money #professionals #professional #Career #careerdevelopment #personalgrowth #personalfinance #success #successmindset https://t.co/IE7Y07p7Ir",https://pbs.twimg.com/profile_images/1582755431587389442/1NjZZoLn_normal.jpg,United States,pay attention cost factors picking college,"{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.1027}",Negative
68,74,74,74,2022-12-05 15:25:01+00:00,EpochTimes,29097819,The #DOJ has asked the #SupremeCourt to put on hold a nationwide injunction issued by a federal judge in #Texas that is blocking President Biden’s #StudentLoanForgiveness initiative from proceeding. https://t.co/ZzRQf2cMUN,https://pbs.twimg.com/profile_images/954141295093698560/9x68uifu_normal.jpg,United States,asked put hold nationwide injunction issued federal judge blocking president biden initiative proceeding,"{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.3818}",Negative
74,80,80,80,2022-12-05 12:08:53+00:00,StokeyBones,33785309,@IlhanMN The Democrats don’t need to suggest it…They violate it on a regular basis! 🇺🇸#studentloanforgiveness #twitterfiles #January6 #HunterBidensLaptop,https://pbs.twimg.com/profile_images/1591849147157585921/q9iGUAiT_normal.jpg,United States,democrats need suggest violate regular basis,"{'neg': 0.39, 'neu': 0.61, 'pos': 0.0, 'compound': -0.4939}",Negative
77,83,83,83,2022-12-05 02:37:17+00:00,tsn_says,1250049752688967680,But they still want you to pay for their student debt with #studentloanforgiveness. Got it? https://t.co/1vlBvF9xDW,https://pbs.twimg.com/profile_images/1386148153699840003/kOBBzZYZ_normal.jpg,United States,still want pay student debt got,"{'neg': 0.476, 'neu': 0.366, 'pos': 0.159, 'compound': -0.3818}",Negative
79,85,85,85,2022-12-05 02:05:15+00:00,tom_krzystek,1379676814793129984,"9m students were mailed “Your student debt is approved” before elections, @POTUS is now sending corrections “Your student debt is under review”. Oopsy, we made a pre-election typo 😵‍💫🗳️ #studentloanforgiveness #crypto #dickmove",https://pbs.twimg.com/profile_images/1524438903423488003/NH_kg0B0_normal.jpg,United States,students mailed student debt approved elections sending corrections student debt review oopsy made pre election typo,"{'neg': 0.24, 'neu': 0.625, 'pos': 0.135, 'compound': -0.296}",Negative
80,86,86,86,2022-12-05 00:04:40+00:00,dkklein77,734811732728766464,@thehill And what if it says that we cannot forgive student loans of those who have a longer employment timeline?  What will happen to the democratic “youth” vote?😱 #studentloanforgiveness,https://pbs.twimg.com/profile_images/1212457536072359941/dmnu40eT_normal.jpg,United States,says cannot forgive student loans longer employment timeline happen democratic youth vote,"{'neg': 0.142, 'neu': 0.858, 'pos': 0.0, 'compound': -0.2057}",Negative
84,93,93,93,2022-12-04 21:52:23+00:00,TurnOnThePower,1235968368,"#CancelALLStudentLoanDebtNow #studentloanforgiveness #studentloans #Students 
@DNC @harrisonjaime @DNCWarRoom 
The Democrats BETRAYED us over and over again. I hope they lose and lose big from now on, UNLESS they make good on this one promise... https://t.co/l8s62HBLQG",https://pbs.twimg.com/profile_images/889980881955299328/I1PZy49v_normal.jpg,United States,democrats betrayed us hope lose lose big unless make good one promise,"{'neg': 0.4, 'neu': 0.255, 'pos': 0.345, 'compound': -0.3182}",Negative
85,94,94,94,2022-12-04 21:51:44+00:00,CristyZopp,1400244398382796800,There is NO such thing as debt FORGIVENESS it is DEBT REDISTRIBUTION. #getajob #payyourdebts #studentloanforgiveness https://t.co/isbSNdlHWv,https://pbs.twimg.com/profile_images/1400244794341965824/c3HiJWEJ_normal.jpg,United States,thing debt forgiveness debt redistribution,"{'neg': 0.549, 'neu': 0.22, 'pos': 0.231, 'compound': -0.4404}",Negative
88,97,97,97,2022-12-04 18:26:30+00:00,loanly_hipster,1597787474868154368,Shame on Twitter for this shameful display #studentloanforgiveness #studentdebt @elonmusk #parody https://t.co/13mvRZbAqm,https://pbs.twimg.com/profile_images/1597788040075759617/pG8shIJ__normal.jpg,United States,shame twitter shameful display,"{'neg': 0.759, 'neu': 0.241, 'pos': 0.0, 'compound': -0.743}",Negative
92,101,101,101,2022-12-04 17:41:20+00:00,JAMSRIDE,16782320,The look on my face when I hear The Republican Congress talk about lowering gas prices 🤔😳these are the same people who have stop #studentloanforgiveness 2 times. Same people who have not given a jobs plan or healthcare plan. Same people who want to get rid of social security,https://pbs.twimg.com/profile_images/1529483721145032712/aHiNwO9g_normal.jpg,United States,look face hear republican congress talk lowering gas prices people stop times people given jobs plan healthcare plan people want get rid social security,"{'neg': 0.151, 'neu': 0.717, 'pos': 0.133, 'compound': -0.128}",Negative
97,106,106,106,2022-12-04 15:38:49+00:00,Joeanthony_nyc,1398747840,#Hope #USA as promised #DemocratsDeliver six Republican #RedStates are suing to stop #Biden #studentloanforgiveness reason unknown except FiscalResponsibility instead of ClimateAction investments we're ClimateChange aid broke their pattern of American Social Economic stagnation https://t.co/EHMIAIMNAG https://t.co/OTY8rjsucz,https://pbs.twimg.com/profile_images/1441154122325970950/aJKX3HKB_normal.jpg,United States,promised six republican suing stop reason unknown except fiscalresponsibility instead climateaction investments climatechange aid broke pattern american social economic stagnation,"{'neg': 0.277, 'neu': 0.625, 'pos': 0.098, 'compound': -0.5574}",Negative
99,108,108,108,2022-12-04 15:16:31+00:00,sn00pdad,1177288337360609280,"What sounding #guilty is: #LiarInChief #JoeBiden lied about his knowing about #HunterBiden's business deals, lied to the #voters about #studentloanforgiveness &amp; lied about #inflation. #HunterBidensLaptop #twitterfiles #ElonMusk #Twitter #BidenCrimeFamilly #MuskHaveTruth https://t.co/Tvxn0nPXMw",https://pbs.twimg.com/profile_images/1573817579411488768/zmkYwulD_normal.jpg,United States,sounding lied knowing business deals lied lied,"{'neg': 0.661, 'neu': 0.339, 'pos': 0.0, 'compound': -0.7783}",Negative
101,111,111,111,2022-12-04 12:34:26+00:00,4747Irish,1451236500385980419,@POTUS Instead of #studentloanforgiveness why don't u enact #fentanyldeathforgivness for all of is burying our loved ones unexpectedly #closetheborder,https://pbs.twimg.com/profile_images/1451236853156302848/BaP8NBaP_normal.jpg,United States,instead dont u enact burying loved ones unexpectedly,"{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.4847}",Negative
106,116,116,116,2022-12-04 08:30:40+00:00,Dragon1Pip,1498093718070607875,This is so weird. That notice has been out for weeks and there was no corrective statement until now. If this was indeed a mistake the correction would have come immediately. @POTUS and his administration are backtracking. #studentloanforgiveness #student https://t.co/nDElL8jBhI,https://pbs.twimg.com/profile_images/1585596964380545024/9RElToMq_normal.jpg,United States,weird notice weeks corrective statement indeed mistake correction would come immediately administration backtracking,"{'neg': 0.272, 'neu': 0.728, 'pos': 0.0, 'compound': -0.4767}",Negative
113,126,126,126,2022-12-04 02:47:00+00:00,jamesajerde,1519421675162378241,#studentloanforgiveness was a scam to buy votes.,https://pbs.twimg.com/profile_images/1519427985886961664/iQlzIPuq_normal.jpg,United States,scam buy votes,"{'neg': 0.649, 'neu': 0.351, 'pos': 0.0, 'compound': -0.5719}",Negative
114,127,127,127,2022-12-04 02:39:31+00:00,chaseennelson,1595866140206452737,Did everybody in my generation seem to forget that Biden PROMISED to cancel student loan debt? He had a whole fake plan that was denied IMMEDIATELY after the elections. He knew the whole time. Buying votes anyone? No? #GenZ  #Millennials  #studentloanforgiveness #student,https://pbs.twimg.com/profile_images/1598847993678950400/ms2lk6Zf_normal.jpg,United States,everybody generation seem forget biden promised cancel student loan debt whole fake plan denied immediately elections knew whole time buying votes anyone,"{'neg': 0.401, 'neu': 0.518, 'pos': 0.081, 'compound': -0.836}",Negative
116,129,129,129,2022-12-04 01:12:46+00:00,AfcnViolet,60900746,"California Reparations Recommendations is more Democrats same old vote buying tactics that will never come to fruition.
Just like the lies about #studentloanforgiveness.",https://pbs.twimg.com/profile_images/757791852820963328/I54XG8ZY_normal.jpg,United States,california reparations recommendations democrats old vote buying tactics never come fruition like lies,"{'neg': 0.309, 'neu': 0.691, 'pos': 0.0, 'compound': -0.6007}",Negative
118,131,131,131,2022-12-03 23:11:52+00:00,ColoDavo,264949690,@JPosnanski @drpepper The @GOP is holding up #studentloanforgiveness for millions of average Americans out of political spite. Let's keep an eye on the real injustice here please.,https://pbs.twimg.com/profile_images/1098617654779277318/IarHR7W7_normal.jpg,United States,holding millions average americans political spite lets keep eye real injustice please,"{'neg': 0.386, 'neu': 0.489, 'pos': 0.125, 'compound': -0.7003}",Negative
120,133,133,133,2022-12-03 23:06:46+00:00,ColoDavo,264949690,"You want know what's more messed up? The @GOP arranged for two lawsuits that holding up #studentloanforgiveness for millions of Americans. They could have let average Americans get a small percentage of what banks and automakers got, but they chose lawsuits instead. https://t.co/zDFs7UjpzN",https://pbs.twimg.com/profile_images/1098617654779277318/IarHR7W7_normal.jpg,United States,want know whats messed arranged two lawsuits holding millions americans could let average americans get small percentage banks automakers got chose lawsuits instead,"{'neg': 0.216, 'neu': 0.734, 'pos': 0.05, 'compound': -0.5106}",Negative
132,146,146,146,2022-12-03 17:23:29+00:00,elkipper,14148381,"The poor and middle class with student debt that are affected should sue @JobCreatorsUSA for damages
#studentloanforgiveness 
https://t.co/J5cqFNAT59",https://pbs.twimg.com/profile_images/1337536638608609281/d2xpdJuQ_normal.jpg,United States,poor middle class student debt affected sue damages,"{'neg': 0.716, 'neu': 0.284, 'pos': 0.0, 'compound': -0.8442}",Negative
133,147,147,147,2022-12-03 16:31:58+00:00,almason49830803,1086019084867854336,"@Wide__Awakes @QasimRashid @TolleahPrice You probably don’t pay shit for taxes living in your parents basement eating Cheetos playing the victim because you picked some stupid liberal subject like gender studies in your school curriculum if you went to school, #studentloanforgiveness is shared wealth. Socialism!!",https://pbs.twimg.com/profile_images/1480615643284131844/iP4PNacq_normal.jpg,United States,probably pay shit taxes living parents basement eating cheetos playing victim picked stupid liberal subject like gender studies school curriculum went school shared wealth socialism,"{'neg': 0.281, 'neu': 0.455, 'pos': 0.265, 'compound': -0.1531}",Negative
134,148,148,148,2022-12-03 15:55:01+00:00,achos01,1535168884201881601,"@SpeakerPelosi You mean the country, you hate? *laughable* eyebrows 

America 🇺🇸 is me, not you! #quidproquojoe #auditsforukrainefunding #studentloanforgiveness #abuseofpower #yourwords #fired #swampcreature https://t.co/zian86ZvXH",https://pbs.twimg.com/profile_images/1535178158995021824/hJ5JcTXm_normal.jpg,United States,mean country hate laughable eyebrows america,"{'neg': 0.416, 'neu': 0.449, 'pos': 0.135, 'compound': -0.5423}",Negative
135,149,149,149,2022-12-03 15:47:43+00:00,LisaLis91078356,1193681579312373761,"@QasimRashid For those of you counting on that loan forgiveness swaying your vote

The rest of us knew it wasn’t goin to happen even @TeamPelosi knew it couldn’t … denial hurts
#studentloanforgiveness",https://pbs.twimg.com/profile_images/1496042299280789504/ycEMrHFu_normal.jpg,United States,counting loan forgiveness swaying vote rest us knew goin happen even knew denial hurts,"{'neg': 0.18, 'neu': 0.698, 'pos': 0.122, 'compound': -0.25}",Negative
137,151,151,151,2022-12-03 14:51:49+00:00,EpiphanyLuxx,392191784,"All this money spent on wars, but then they put a hold on the #studentloanforgiveness quickly?? We can fight and spend billions to be scared but can’t help out our own citizens when other countries have FREE education for All of their own?? #Congress 🤦🏾‍♀️🙄",https://pbs.twimg.com/profile_images/1477742790926761984/N5-unZZv_normal.jpg,United States,money spent wars put hold quickly fight spend billions scared help citizens countries free education,"{'neg': 0.363, 'neu': 0.398, 'pos': 0.239, 'compound': -0.4767}",Negative
138,152,152,152,2022-12-03 14:45:57+00:00,ShorecastMedia,739940370151297026,"@ewarren #Pocahontas is wrong again. JUDGES (plural) all ruled that Biden's #studentloanforgiveness plan was ILLEGAL, unconstitutional.",https://pbs.twimg.com/profile_images/740132199882739712/JDsudK2__normal.jpg,United States,wrong judges plural ruled bidens plan illegal unconstitutional,"{'neg': 0.528, 'neu': 0.472, 'pos': 0.0, 'compound': -0.7717}",Negative
142,156,156,156,2022-12-03 13:36:13+00:00,elkipper,14148381,"The wealthy elite qunts at @JobCreatorsUSA but hurt black Friday sales because they want to keep the poor and middle class in debt so they can continue profiting from low wage labor
#studentloanforgiveness https://t.co/S5JI6yH8NV",https://pbs.twimg.com/profile_images/1337536638608609281/d2xpdJuQ_normal.jpg,United States,wealthy elite qunts hurt black friday sales want keep poor middle class debt continue profiting low wage labor,"{'neg': 0.389, 'neu': 0.386, 'pos': 0.225, 'compound': -0.6908}",Negative
144,158,158,158,2022-12-03 13:32:22+00:00,elkipper,14148381,"The wealthy elite  at @JobCreatorsUSA lies about the cause of inflation and lies to the court so they can continue hurting the poor and middle class 
#studentloanforgiveness https://t.co/w6gG7eTRjn",https://pbs.twimg.com/profile_images/1337536638608609281/d2xpdJuQ_normal.jpg,United States,wealthy elite lies cause inflation lies court continue hurting poor middle class,"{'neg': 0.545, 'neu': 0.335, 'pos': 0.12, 'compound': -0.836}",Negative
145,159,159,159,2022-12-03 13:30:02+00:00,elkipper,14148381,"And the wealthy elites @JobCreatorsUSA stopped the poor and middle class from having extra money for the holidays because they profit from the poor and middle class being in debt 
#studentloanforgiveness https://t.co/Lirq3j921x",https://pbs.twimg.com/profile_images/1337536638608609281/d2xpdJuQ_normal.jpg,United States,wealthy elites stopped poor middle class extra money holidays profit poor middle class debt,"{'neg': 0.414, 'neu': 0.273, 'pos': 0.312, 'compound': -0.3818}",Negative
146,160,160,160,2022-12-03 13:27:56+00:00,elkipper,14148381,"The wealthy elites at @JobCreatorsUSA need the poor and middle class in debt so they can profit from it
#studentloanforgiveness https://t.co/7ESAF2cPKI",https://pbs.twimg.com/profile_images/1337536638608609281/d2xpdJuQ_normal.jpg,United States,wealthy elites need poor middle class debt profit,"{'neg': 0.373, 'neu': 0.267, 'pos': 0.36, 'compound': -0.0516}",Negative
148,162,162,162,2022-12-03 13:13:25+00:00,elkipper,14148381,"The asswipes at @JobCreatorsUSA celebrating their work in hurting the poor and middle class 
#studentloanforgiveness https://t.co/DR5ezlCQ8k",https://pbs.twimg.com/profile_images/1337536638608609281/d2xpdJuQ_normal.jpg,United States,asswipes celebrating work hurting poor middle class,"{'neg': 0.43, 'neu': 0.296, 'pos': 0.274, 'compound': -0.2732}",Negative
149,163,163,163,2022-12-03 11:50:33+00:00,nathan_erie,1587366406416482305,#studentloanforgiveness is wrong.  But so is lack of expense management at our major universities.  #Mizzou Tiger Grotto.  Culpability on both sides of the arrangement.  Where’s the outcry on the other side?,https://pbs.twimg.com/profile_images/1588783737570983936/4xk1S_9H_normal.jpg,United States,wrong lack expense management major universities tiger grotto culpability sides arrangement outcry side,"{'neg': 0.465, 'neu': 0.535, 'pos': 0.0, 'compound': -0.8271}",Negative
