,Date,User Name,User ID,Tweet,User Location,Image URL
11,2022-12-06 13:30:00+00:00,uni_creds,1312016228232429569,"We're pleased to hear that you had a positive experience with us. 

#review #studentloan #unicreds https://t.co/bBZ8wa7Kon",Mumbai,https://pbs.twimg.com/profile_images/1312017372098834432/nTqaLsSm_normal.jpg
12,2022-12-06 10:45:31+00:00,VarthanaStudent,1097824848036806656,"Get quick and easy collateral-free student loans. For more information, please visit https://t.co/A9Woo63y6Q or call 080-68455777.

#educationloan #collegefees #loanforhigherstudies #loanforhighereducation #studentloan #education #highereducation #student https://t.co/9bMsvq2CoZ","Bengaluru, India",https://pbs.twimg.com/profile_images/1097826914876547073/srgtG6cE_normal.png
13,2022-12-06 10:23:28+00:00,newstruthliz,377904401,"Some 9 mln #Americans received emails last month saying they got #StudentLoanForgiveness when they hadn't been approved b/c process was halted due to #LegalChallenges.
Others who hadn't yet applied for #StudentLoan relief program also received the email. 

https://t.co/MtG396g3BK",,https://pbs.twimg.com/profile_images/962473731682484224/2Z1A3oIU_normal.jpg
14,2022-12-06 01:56:22+00:00,akamikki08,2515744518,@KMC4wauk @MSNBC @JamesCarville &amp; @AriMelber Black folks need to see passing the #VotingRightsAct a priority. Legislation to fix #studentloan interest rate problems. Also 👏🏽 for the above.,"Usually Cali, sometimes NY",https://pbs.twimg.com/profile_images/1590821379506466817/YzT-g92j_normal.jpg
15,2022-12-05 19:06:03+00:00,MidwestCommFCU,273964244,"Simplify your #StudentLoan repayment with MCFCU!

✅ Refinance up to $75,000
✅ 1 simple monthly payment
✅ Refinance any combo of PRIVATE, FEDERAL or PLUS LOANS
✅ FLEXIBLE REPAYMENT terms to fit your budget

Refinance now and get $400! Learn more at https://t.co/MPxRZwuEC8 https://t.co/UTWD5LGwBB","Defiance, Napoleon, Bryan",https://pbs.twimg.com/profile_images/1190290847939600384/xqvFjygf_normal.jpg
16,2022-12-05 18:57:04+00:00,FedUpPAC,2842161539,"Right After Biden Successfully Buys Votes With #StudentLoan Bailout, Supreme Court Will Weigh In

Biden might not even care if @USSupremeCourt strikes his loan forgiveness program. If already worked to get out Democrat midterm votes.

https://t.co/DxfIHLLi8e Via @FDRLST #SCOTUS",Manassas VA,https://pbs.twimg.com/profile_images/992418998615662592/h6fUnX5u_normal.jpg
17,2022-12-05 18:38:00+00:00,EdTrust,112471133,The racial wage &amp; wealth gaps make #StudentLoan repayment especially challenging for #BlackBorrowers. In this new brief we highlight the disparities in income driven debt repayment (#IDR) for Black Borrowers: https://t.co/g3OZhnLhsD,"Washington, DC",https://pbs.twimg.com/profile_images/1202310670110339072/IJn-D31P_normal.jpg
18,2022-12-05 15:55:29+00:00,RP_In_Action,1188136954296262657,"""In November, the agency emailed updates to approved applicants stating, “A number of lawsuits have been filed challenging the program, which have blocked our ability to discharge your debt at present."" #debtreliefprogram #studentloan #supremecourt #texas  https://t.co/Wyj5FAIdIf","Pennsylvania, USA",https://pbs.twimg.com/profile_images/1458380593268498432/V6cvMPfw_normal.jpg
19,2022-12-05 15:36:24+00:00,TheTruthSekr,3381891372,"@tsn_says The $100,000 in #studentloan debt Starbucks barista is a real thing.  Just go there and ask them...","Minneapolis, MN",https://pbs.twimg.com/profile_images/1488366087540461569/pTgFYW1E_normal.jpg
20,2022-12-05 14:47:02+00:00,lilycsrj,629594625,"I’m looking to speak to recent #graduates about how they are handling #studentloan debt, accommodation, food and energy costs amid the cost of living crisis for an article in @thetimes.

I’m on lily.Russell-jones@the-times.co.uk 

#prrequest #journorequests",,https://pbs.twimg.com/profile_images/1585212100539981825/J4RHDXpO_normal.jpg
21,2022-12-05 14:30:29+00:00,ALDIANews,28097432,"The U.S. Supreme Court agreed Thursday to expedite review and hold oral arguments in February in the lawsuit against President Biden's debt relief plan. #studentloan 

https://t.co/sAplc1gghr","Philadelphia, PA",https://pbs.twimg.com/profile_images/1392297899736850435/CHOz3iNU_normal.jpg
22,2022-12-05 14:14:18+00:00,JBidenet,1537434223602069506,"@Dcollier74 @JDrum84 @theSBPC @POTUS Okay, thank you for the clarification

I suppose we'll just resign ourselves to defeat on #CancelStudentDebt then if it's chances depend on the SC lol, I knew hope for #StudentLoan reform was doomed the day #JoeBiden got the nomination 🥲",,https://pbs.twimg.com/profile_images/1577339721096871946/ayG4LxzZ_normal.jpg
23,2022-12-05 14:00:46+00:00,collegeraptor,2663601290,"Do you need funding for college? Our student loan finder helps you find and compare loans from multiple lenders, side-by-side, that meet your specific financial needs.

Ready to get started? Click here and start searching for student loans: https://t.co/TUtSNPylKv

#studentloan https://t.co/GNSNogngXr","Iowa City, IA",https://pbs.twimg.com/profile_images/1431188026193952771/G8FERc8V_normal.jpg
24,2022-12-05 14:00:02+00:00,SLC_Repayment,806835849916719104,📋 Keep us up to date with any changes to your contact details or you could miss out on important updates about your #StudentLoan repayments.,United Kingdom,https://pbs.twimg.com/profile_images/1589575310873354241/lrd42BL7_normal.jpg
25,2022-12-05 11:03:37+00:00,dadofdivas,14810783,"Today on the #Dads with #Daughters #Podcast we bring you @rrobfarrington , #father and known as America’s Millennial #Money Expert® , America’s #StudentLoan #Debt Expert™ &amp; @CollegeInvestin -https://t.co/WAUWkeUjcT https://t.co/s0M3z9HKEa",Michigan,https://pbs.twimg.com/profile_images/56108360/100_0240__Large__normal.JPG
26,2022-12-05 11:03:19+00:00,dadwdaughter,1174740069044957185,"Today on the #Dads with #Daughters #Podcast we bring you @rrobfarrington , #father and known as America’s Millennial #Money Expert® , America’s #StudentLoan Debt Expert™ &amp; @CollegeInvestin -https://t.co/r5K55wiUvl https://t.co/zJjPwkrYcz",,https://pbs.twimg.com/profile_images/1174740468942483456/vUfxWOSW_normal.jpg
27,2022-12-05 07:58:27+00:00,lending_brother,1567443707510804480,"Cracking #IvyLeagueSchools is difficult. Here are some tips to do your best in the admissions. Save this video for later!

Looking for #educationloan to study is Ivy League Schools, just give us a call at 9830039465. 

#LendingBrother #StudentLoan #StudyAbroadLoan #StudyAbroad https://t.co/v42hJ6MCAI",,https://pbs.twimg.com/profile_images/1567750025970876416/9NtIG-Hw_normal.jpg
28,2022-12-05 05:10:13+00:00,JCoulterJ,242457064,"9 million student-loan borrowers got an email in November with the wrong subject line informing them their debt relief has been approved. Corrections are coming.

 #email #studentloan #november https://t.co/msjSmTvtnv","Dallas, TX",https://pbs.twimg.com/profile_images/1285014794534297600/XuPnHAws_normal.jpg
29,2022-12-05 02:20:29+00:00,ChampsPPH,1516445409337655304,"💸Whether you want to pay off #studentloan debt, start #saving for a big-ticket purchase or build up a fund for the future, finding one of the best side jobs out there is a great way to reach your goal.

The time is now→ https://t.co/cjTCsfFFUv https://t.co/s1UlMLZ722",,https://pbs.twimg.com/profile_images/1587530662168432641/FJAgNQ1L_normal.jpg
30,2022-12-04 20:47:17+00:00,JobCreatorsUSA,815270461,"#Biden’s plot to “forgive” #StudentLoan debt has been deemed illegal. We’re ready to take it all the way to the Supreme Court. ⚖️

@NYPost has the details 👇

https://t.co/DNYAWYkcxH",,https://pbs.twimg.com/profile_images/926451454340141061/p6aSJYo8_normal.jpg
31,2022-12-04 20:13:53+00:00,ParisofChicago,890099106,And #StudentLoan forgiveness will bankrupt America... https://t.co/UGmsIVfMx6,The Second City,https://pbs.twimg.com/profile_images/1497314800753328132/ixV_IrZw_normal.jpg
32,2022-12-04 20:13:29+00:00,SharpieShark971,737061466730311686,@T0RESimonsen @Blizzox2 @prageru Also it is not an act of exploitation. If a person takes a #studentloan out and majored in something useless that is not the government taking advantage of you. That is you making a poor decision.,"Georgia, USA",https://pbs.twimg.com/profile_images/1486078216515334144/O15_x4uq_normal.jpg
33,2022-12-04 19:40:24+00:00,Soulingerr,4753775000,@POTUS #studentloan,"Texas, USA",https://pbs.twimg.com/profile_images/1590192773902307329/nVtT7aE3_normal.jpg
34,2022-12-04 19:30:29+00:00,theMHtx,776140033635946496,Refinancing might be a good option for paying off #studentloan debt. Find out why. #smartmoney  https://t.co/RcWdWYKuSP https://t.co/1Vz73AOBGe,,https://pbs.twimg.com/profile_images/824315150022934528/IpurZAoj_normal.jpg
35,2022-12-04 19:23:33+00:00,KnableDorothy,1595477034112892939,"Funny Kyle, one of Bernie's effective campaigners
Today I'm remembering the SANDERS MOVEMENT started - or backed first - all the moves The People consistently poll highest on: #MedicareForAll, #GreenNewDeal #15/hr, #UNIONs! #StudentLoan  #BlackLivesMatter! @OurRevolution UAdd🫂⚖️ https://t.co/6jeznGb77h",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
36,2022-12-04 17:53:42+00:00,CR3ATIV3_type,778326316269600770,"@MyBFF Put love and incredible new frens in my life… Made me so much more creative. I enjoy life so much more. Lost a lot of money, but these things I found are priceless. And still hopeful that one of my #nfts has ne day will pay for all I lost and even maybe my #studentloan debt 🙏🏼","New York, USA",https://pbs.twimg.com/profile_images/1600482011189334016/_rSKMfOU_normal.jpg
37,2022-12-04 16:56:11+00:00,NicoleOrlandoR1,1081016490948812800,Are you carrying #studentloan debt? This article has important information for you. #finances  https://t.co/Q3CXu0K81G https://t.co/O2rDcsArMa,"Florida, USA",https://pbs.twimg.com/profile_images/1185017252480978945/he5KAfcp_normal.jpg
38,2022-12-04 16:13:54+00:00,Jus10real,1251692196711055360,So I was notified that my student loan debt relief was approved. Discharge all of it as the remaining amount is predatory and corrupt. If the SC goes against dismissal who else is joining lawsuit? #studentloanforgiveness #studentloan @JoeBiden https://t.co/nkaEuuFyE9,United States,https://pbs.twimg.com/profile_images/1258037511332392960/77P2ZH4m_normal.jpg
39,2022-12-04 14:33:35+00:00,REwithdaniellep,1590802648634105875,Are you carrying #studentloan debt? This article has important information for you. #finances  https://t.co/vECTVW6eUa https://t.co/7X6mDi9WlN,142 W. Springbrook dr ,https://pbs.twimg.com/profile_images/1590810190294781952/3RKvJSUc_normal.jpg
40,2022-12-04 12:42:00+00:00,soundmashnews,1565968222217961472,Student loan forgiveness applications now open through beta mode website https://t.co/T26N8vTEAY #StudentLoan https://t.co/sIp8pKV4Z8,India,https://pbs.twimg.com/profile_images/1582833371021213696/DpPEJeYw_normal.jpg
41,2022-12-04 07:00:44+00:00,CommBank_ID,237176498,"Syarat dan Ketentuan berlaku.
Info lebih lanjut klik https://t.co/1gizImmzH3

#student #study #studyabroad #australia #saving #tabungan #education #pendidikan #pendidikananak #sekolah #school #college #university #kuliah #mahasiswa #studentloan #loan #transfer #KendalikanUangmu",Indonesia,https://pbs.twimg.com/profile_images/1333596691837042688/DwOs_PyG_normal.jpg
42,2022-12-04 06:42:20+00:00,Prof_Bruckner,2788986840,"I was quoted in the Daily Nebraskan, a study newspaper at the University of Nebraska, on the Biden administration's #studentloan cancellation plans and judicial decisions blocking that relief: https://t.co/7jFdUM2lfR https://t.co/9FoKUrhS1R","Washington, DC",https://pbs.twimg.com/profile_images/1528750765002694658/f4OC9jDd_normal.jpg
43,2022-12-04 06:28:50+00:00,ronchofandango,2958467035,"Y’all President Biden pulled the greatest young people vote buying ploy of all time by acting right before the midterms that they was passing a bill to clear student debt knowing congress had no such power to do so 🤣🤣
#StudentLoan","Louisiana, USA",https://pbs.twimg.com/profile_images/1550191256978046976/HMLT5doF_normal.jpg
44,2022-12-04 04:15:05+00:00,LakeEffector,473611103,"Wait, it was legal to bail out banks and corporations, but now it’s illegal to bail out students. Can someone tell me why? Is it because students didn’t and can’t contribute to your campaigns?  Makes me mad. #StudentLoanHelp #studentloans #studentloans2022 #studentloan","Los Angeles, CA",https://pbs.twimg.com/profile_images/848554205329674242/fCVVSg5U_normal.jpg
45,2022-12-04 02:54:36+00:00,IBHenryJ,1070728875708100608,"""Over Nov. 22 &amp; 23, approx. 9mil  borrowers received an email from President Joe Biden's Education Department with a subject line that stated: ""Your #StudentLoan Debt Relief Application Has Been Approved."" However, that subject line was incorrect..."" #studentloanforgiveness #WTF https://t.co/v4B3s5gJjw","San Diego, CA",https://pbs.twimg.com/profile_images/1530340384525520896/Lo4CqTVC_normal.jpg
46,2022-12-03 17:01:57+00:00,bissettfinfit,715267519339044864,"T/F: Treat government loans as a top-up, not as your primary source of funding for post secondary. Learn more from the @debtfreegrad at https://t.co/Gw3vhEPRif

#FinLit #DebtFree #VanCity #GoodMoney #CompoundInterest #FreeMoney #StudentDebt #StudentLoan #Scholarship #Bursary https://t.co/LgqIucfSAC","Toronto, Ontario",https://pbs.twimg.com/profile_images/1271164692187283460/Ibr1604O_normal.jpg
47,2022-12-03 15:44:27+00:00,JobCreatorsUSA,815270461,"The courts have said NO ❌ to Biden’s #StudentLoan bailout. But the administration is still trying to get around it. 
https://t.co/tWDScUFqpj",,https://pbs.twimg.com/profile_images/926451454340141061/p6aSJYo8_normal.jpg
48,2022-12-03 14:00:22+00:00,EDCAP_NY,1567569926281433090,"Nothing makes us happier than helping borrowers tackle or eliminate their #studentdebt.  

EDCAP is a free #studentloan counseling service available to all #NewYorkers. We're an independent, #nonprofit one-stop shop for all #studentloandebt and related issues, federal or private. https://t.co/aBattJYQvv","New York, New York",https://pbs.twimg.com/profile_images/1570410282152824834/ju_Pv1oS_normal.jpg
49,2022-12-03 13:36:37+00:00,ISEEUbestupid,1595432167852675072,@ericareport She is a bit of a #karen. The whole #studentloan forgiveness is a bit of a sham.  She voted to privatise loans a decade ago and shift what a student could get from the #usgov for aid. Ask why some students have to pay interest on gov loans from day 1.  Ask.  Just ask.,Fly on the Wall,https://pbs.twimg.com/profile_images/1600541946577141770/h66axxjs_normal.jpg
50,2022-12-03 13:01:05+00:00,CgTeamNJ,122138514,A student loan payment pause is extended through June 2023: https://t.co/kzdaHVW2hW #studentloans #StudentLoan #cg #cgtaxauditadvisory https://t.co/7sVFWIZo5h,Serving the Tri-State area,https://pbs.twimg.com/profile_images/1207686860648198144/z1EpgOcb_normal.jpg
51,2022-12-03 11:05:47+00:00,LifeinTheAbroa,1588428106204856321,"OSAP – All You Need To Know To Help You Apply For OSAP https://t.co/NZ5PjGGNGG 
#studentaid #fafsa #financialaid #osap #studentloan #loans #students #studentsuccess #studentloans #finaid #osapfaqs #osapfaq #faqs #osapfaq #faq #osap
#lifeintheabroad
https://t.co/VmHDgCjzM8 https://t.co/CFGfVkvzUQ",Canada,https://pbs.twimg.com/profile_images/1593887450031595521/pShu5EwG_normal.jpg
52,2022-12-03 10:33:19+00:00,taztapout,1368743590566977536,"@POTUS #STUDENTLOAN
 BAILOUT REJECTED AGAIN. 5th Circuit rejects BIDEN’s plea. By unilateral executive order 
#Biden
 decided to payoff 
#studentloandebt
 Estimates could cost tax payers as much as $1 Trillion. 
#Congress
 never considered the massive 
#tax
 spend and no 
#legislation https://t.co/u34WYT0wGX",U.SA,https://pbs.twimg.com/profile_images/1528343209625145344/USoDXpJ4_normal.jpg
53,2022-12-03 10:32:21+00:00,taztapout,1368743590566977536,"#STUDENTLOAN
 BAILOUT REJECTED AGAIN. 5th Circuit rejects BIDEN’s plea. By unilateral executive order 
#Biden
 decided to payoff 
#studentloandebt
 Estimates could cost tax payers as much as $1 Trillion. 
#Congress
 never considered the massive 
#tax
 spend and no 
#legislation https://t.co/cylnYEb9Nf",U.SA,https://pbs.twimg.com/profile_images/1528343209625145344/USoDXpJ4_normal.jpg
54,2022-12-03 09:12:12+00:00,TyronNPowell,953022385200009216,"Student loan paid in full 🙌🏿. Thank God 🙏🏿.

#studentloan #navient #hardworkpaysoff https://t.co/exvFYhcsFH","Watervliet, NY",https://pbs.twimg.com/profile_images/1320111512430792705/CZOvxLzx_normal.jpg
55,2022-12-03 06:00:00+00:00,living_uni,3278406811,"When you expected a car but got a cart! 
*cries in the cart*

Credits: @fjamie013
#memes #funnymemes #students #studentmemes #meme #relate #studentloan #expectationvsreality #studentmemes #relatable #funny #loan #internationalstudents #studyabroad #jamesfridman #universityliving https://t.co/f2AphUprqm","London, England",https://pbs.twimg.com/profile_images/1587337130233430016/SswvmkRn_normal.jpg
56,2022-12-03 03:23:21+00:00,SenoritaRisitas,3702072077,#Students #studentloanforgiveness #debtrelief #StudentLoans2022 #studentloan https://t.co/CmM1Yz1WQf,,https://pbs.twimg.com/profile_images/645046531331112960/3yilNPJp_normal.png
57,2022-12-03 01:57:43+00:00,loanly_hipster,1597787474868154368,Turns out umami for studies doesn’t pay the bills #studentdebt #studentloanforgiveness #studentloan #srudentdebttrouble# https://t.co/ljucnBq4xd,,https://pbs.twimg.com/profile_images/1597788040075759617/pG8shIJ__normal.jpg
58,2022-12-03 01:03:38+00:00,Jvolley12,1406656707514671107,"@SwinkMcCloud @mtaibbi You sound like you have an outstanding #studentloan 

Twitter CAN censor as long as government entities are not involved. Government entities were involved. 

Violation of the #Constitution 

#watergate1000 
#bananarepublic",,https://pbs.twimg.com/profile_images/1488718429829746688/_WkYFWvt_normal.jpg
59,2022-12-02 23:52:32+00:00,garavito_jose,603887213,Refinancing might be a good option for paying off #studentloan debt. Find out why. #smartmoney  https://t.co/GBvwdTF2AD https://t.co/qWzyEptC8M,South Florida ,https://pbs.twimg.com/profile_images/1529128419472154626/EGCKT4CF_normal.jpg
60,2022-12-02 23:11:05+00:00,SWBenefitsAssoc,1170127320,Are Employers Revisiting #StudentLoan Repayment Strategies Now? https://t.co/9ePnMN4NDh by @IFEBP #HR #FinancialWellness,TX/OK/LA/AR/MO/KS/NM,https://pbs.twimg.com/profile_images/3240780245/dfb29b1b777549c9209cfd0392595c86_normal.jpeg
61,2022-12-02 22:16:36+00:00,WitchyDee2,1372667257592090625,"Funny how #Republicans like #AlexJones are so against #studentloan forgiveness and #bankruptcy until THEY want it. 
Fuckin Hypocrites  https://t.co/hM8gTRC0vX",,https://pbs.twimg.com/profile_images/1376234760633208843/NH0y8CFM_normal.jpg
62,2022-12-02 20:46:37+00:00,ShannonLeePerr1,1017294190441623552,Well something is happening. #studentloan forgiveness https://t.co/ISX5wuRJj4,"Colorado, USA",https://pbs.twimg.com/profile_images/1598443656259653633/X75LY8r8_normal.jpg
63,2022-12-02 20:19:40+00:00,simulator8,21474769,"#GoJoe #PresidentialLeadership 

America’s #studentloan balance experienced its biggest drop in 20 years due to #Biden’s #studentdebtrelief efforts. 
https://t.co/PNTAdNMfnh",U.S.A.,https://pbs.twimg.com/profile_images/958913570942709760/48IQ3EdQ_normal.jpg
64,2022-12-02 20:00:59+00:00,SFBUniversity,498436715,"SFBU graduates don’t have to worry about student loans because we give a higher percentage of scholarships and grants than most institutions do! Check it out⬇️
https://t.co/8puqAfqvNw
#studentloanforgiveness #scholarship #studentloan",Silicon Valley,https://pbs.twimg.com/profile_images/1477466776845750273/rNepk0x7_normal.jpg
65,2022-12-02 18:30:59+00:00,FISMNews,1159258460250353669,Supreme Court to decide legality of Biden’s student loan forgiveness program https://t.co/eyWJDsTzCo #scotus #supremecourt #studentloan #studentloanforgiveness https://t.co/Z0WqI6WsBD,United States,https://pbs.twimg.com/profile_images/1160564443614535682/VN8tfKbj_normal.jpg
66,2022-12-02 18:19:06+00:00,NewAmericaEd,52844632,"Failures in the default system continue to damage vulnerable families’ finances. We need solutions and relief for borrowers who get trapped in #studentloan default. 

Read more in our newest report: https://t.co/2CrYigUM15 https://t.co/ryWk1yIkto","Washington, DC",https://pbs.twimg.com/profile_images/1542861382680469506/FJ9mJuNW_normal.jpg
67,2022-12-02 17:41:57+00:00,BusinesScribble,1578496570567319552,#studentloan #studentloans #studentloandebt #money #studentloanssuck #debt #debtfree https://t.co/gMfenhAujL,,https://pbs.twimg.com/profile_images/1590348770717405186/NrmmgL2l_normal.png
68,2022-12-02 17:03:11+00:00,LibertyPaige5,1227350092471992321,"#biden #studentloan #supremecourt
https://t.co/aEZwylc1yG",,https://pbs.twimg.com/profile_images/1227350330947571713/PJ9gmOLD_normal.png
69,2022-12-02 16:34:26+00:00,KQEDnews,14885540,"This timing means a final answer could come from #SCOTUS on whether Biden's debt relief plan is legal by early summer.

That's about 2 months before the extended pause on #studentloan repayments is set to expire.

https://t.co/wfYS2b4IFr","San Francisco, California",https://pbs.twimg.com/profile_images/1143275643217408001/Jrh7njb3_normal.png
70,2022-12-02 16:04:10+00:00,SLSAorg,1130566067930247168,If #Congress wants top-notch customer service for federal #studentloans they must increase the nation’s investment to match private industry investment in customer service. Federal #studentloan servicers are only paid 1/5 of what mortgage loan servicers are paid to service loans. https://t.co/andHW5oP2t,,https://pbs.twimg.com/profile_images/1174059853117046789/lka3vDDZ_normal.jpg
71,2022-12-02 15:50:10+00:00,GeneralBarLaw,1037013295654416384,"The #SupremeCourt put a halt on the #studentloan relief program for now, agreeing to hear arguments about the program in February. The court's action means the rollout of #debt cancellation will remain blocked until then.

https://t.co/7DbDVrRQE6","Cleveland, OH",https://pbs.twimg.com/profile_images/1037014020878946304/tV1EzivF_normal.jpg
72,2022-12-02 15:40:30+00:00,ckirmser,1013353628,"@SenWarren No, he doesn't.
But, we expect nothing more than lies from you, #Fauxahontas. After all, you have a whole life of lies and fraud to back you up.
#studentloanforgiveness #StudentLoanReliefDebt #StudentLoans2022 #studentloan","DFW, Texas",https://pbs.twimg.com/profile_images/754367646368305152/Ib-oXmfy_normal.png
73,2022-12-02 15:01:15+00:00,jsiddiqi7,788383939,"Recent analysis from @NewAmericaEd examines the current and historic failures in the #StudentLoan default system and the damage caused to underserved borrowers' finances, underscoring the need for relief for those trapped in default. #HigherEd
https://t.co/yjlTROPTdS @sellensatt",,https://pbs.twimg.com/profile_images/1544774101130252289/9zluxZ3F_normal.jpg
74,2022-12-02 14:48:23+00:00,SavewithSummer,981601681128517633,Hear from Summer CEO @willsealy on @cheddar for his take on the blocked Biden #studentloan debt plan and what actions borrowers should take in the meantime: https://t.co/6Fdd8whECc," New York, NY",https://pbs.twimg.com/profile_images/1026936845156773888/h3381mIo_normal.jpg
75,2022-12-02 13:15:00+00:00,invstreams,1635551005,"Supreme Court Will Decide – Student Loan Forgiveness ⚖
President #Biden's plan to forgive #studentloan for tens of thousands across the country will go under an official ruling by the U.S. Supreme Court. 
https://t.co/hWEFB3S6WP",,https://pbs.twimg.com/profile_images/738284456008523778/icMb2SAS_normal.jpg
76,2022-12-02 13:02:28+00:00,bissettfinfit,715267519339044864,"If you have student debt, avoid taking on other debt including credit cards and car loans for a few years after you graduate. Tune in to hear more from the @debtfreegrad here https://t.co/Gw3vhEPRif 

#DebtFree #CompoundInterest #StudentDebt #StudentLoan #CarLoan #YoungMoney https://t.co/IOro3aVQ72","Toronto, Ontario",https://pbs.twimg.com/profile_images/1271164692187283460/Ibr1604O_normal.jpg
77,2022-12-02 12:50:00+00:00,invstreams,1635551005,"Invstr Crunch 🎙 Reaching Heights
Today, Jack talks about the updates on the #studentloan forgiveness ruling and the economic data regarding U.S. consumer #spending.
🎧 Listen here: https://t.co/PLxtyug60s

#consumerspending #biden #economy #invstr #news #podcast",,https://pbs.twimg.com/profile_images/738284456008523778/icMb2SAS_normal.jpg
78,2022-12-02 07:28:22+00:00,bizboosterHQ,1595621992312573952,"📍 #SupremeCourt Keeps #Biden’s #StudentLoan Program on HOLD, Agrees to Hear Case

https://t.co/qU6FMAEvx5","London, England",https://pbs.twimg.com/profile_images/1596255727303229444/c5GafiGx_normal.jpg
79,2022-12-02 07:19:46+00:00,moughthere,262948804,#SupremeCourt says it will fast track #studentloan case  https://t.co/wSakPMcEuZ,NYC,https://pbs.twimg.com/profile_images/1000291614105927682/3DtuOyve_normal.jpg
80,2022-12-02 06:15:37+00:00,myInvestingMuse,1497496325767966720,"@GerberKawasaki this will end up passing the bucks to others, leading to more inflationary impact. one man's debts are another man's assets.
#studentloan #asset #debt #inflation",Singapore,https://pbs.twimg.com/profile_images/1513479830473482243/gspomB55_normal.jpg
81,2022-12-02 05:07:05+00:00,lending_brother,1567443707510804480,"The number of #IndianStudents studying abroad is all time high, Make sure you are not lagging behind.

For #educationloan and admission related queries, just give us a call at 9830039465.

#LendingBrother #StudentLoan #StudyAbroadLoan #StudyAbroad https://t.co/KuFXRpnZte",,https://pbs.twimg.com/profile_images/1567750025970876416/9NtIG-Hw_normal.jpg
