,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,User Name,User ID,Tweet,Image URL,Location,Cleaned_Tweet,scores,label
3582,3951,3951,3951,2022-11-11 20:24:00+00:00,citidotio,2996527219,"Who Really Pays For #AmericanStudents To Go To #College?

#studentloanforgiveness #studentloans

https://t.co/SbqXC2KyyQ",https://pbs.twimg.com/profile_images/563593492908097536/sUqeyaGj_normal.jpeg,United States,really pays go,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3584,3953,3953,3953,2022-11-11 20:23:51+00:00,petrockmediaSA,120543323,Check out Canon RF 24-105mm F/4L is USM Zoom Lens https://t.co/ZpifsL1Ay3 #eBay via @eBay #eBay #ebayseller #edaydeal #studentloanforgiveness,https://pbs.twimg.com/profile_images/1145482545724841986/2k1KSHoF_normal.png,United States,check canon rf mm f l usm zoom lens via,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3602,3973,3973,3973,2022-11-11 20:18:30+00:00,xior609455801,1589219307761836032,各类香烟烟丝。需要滴滴#烟丝 #手工卷烟 #香烟 #口粮 #男人的快乐 #leaked #studentloanforgiveness #手艺r https://t.co/IH9ju7vqB8,https://pbs.twimg.com/profile_images/1591159681845809153/fdIVnJUy_normal.jpg,United States,r,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3604,3975,3975,3975,2022-11-11 20:18:09+00:00,Crystabeljohn,1274030031036133376,"Wall no get eat 
Na me tell them wenti you talk 
You too talk 🙄🙄
#leaked #Lazada1111 #studentloanforgiveness #heartattack",https://pbs.twimg.com/profile_images/1518988294402580482/xZM-27za_normal.jpg,United States,wall get eat na tell wenti talk talk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3610,3982,3982,3982,2022-11-11 20:16:38+00:00,sijiurmarketer,1215075229212520448,"Looking for Facebook Ads Expert: https://t.co/bxe09qFrCp

#facebookads #shopifyfacebookads #BrazilGP #studentloanforgiveness #DeviantArt #pg电子 #BrazilGP #FursuitFriday #Batman #AskSonic #PMSNFLWeek10 #facebookmarketing #facebookadscampaign #smallbusiness #digitalmarketing #ads https://t.co/uG9phcHBMu",https://pbs.twimg.com/profile_images/1577552103484293120/j6HxtYgh_normal.jpg,United States,looking facebook ads expert,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3616,3988,3988,3988,2022-11-11 20:14:37+00:00,ineedaname9014,3221166487,"People like “oh if you just went to a community college…”

Stop, I did go to CC before transferring the the cheap in-state University I still had loans I have to pay off. 

One semester at a CC was $1,500ish which is still a lot of money to upfront. 

#studentloanforgiveness",https://pbs.twimg.com/profile_images/1525279072628027392/iIjoXU1k_normal.jpg,United States,people like oh went community college stop go cc transferring cheap state university still loans pay one semester cc ish still lot money upfront,"{'neg': 0.133, 'neu': 0.775, 'pos': 0.092, 'compound': -0.0258}",Neutral
3617,3989,3989,3989,2022-11-11 20:14:23+00:00,sijiurmarketer,1215075229212520448,"Looking for Data Entry Expert: https://t.co/06SblLv0ds

#dataentry #webscraping #webresearch #leadgeneration #BrazilGP #studentloanforgiveness #DeviantArt #pg电子 #BrazilGP #FursuitFriday #Batman #AskSonic #PMSNFLWeek10 #copypaste  #datascraping #businessowner #b2bleadgeneration https://t.co/bNGQxHUnen",https://pbs.twimg.com/profile_images/1577552103484293120/j6HxtYgh_normal.jpg,United States,looking data entry expert,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3622,3994,3994,3994,2022-11-11 20:13:02+00:00,PlanetLuvie,3295394569,"It's crazy how people like this believe that college graduates aren't part of the working class. I mean, does he understand what college degrees are for? He's just showing his a$$.
#studentloanforgiveness https://t.co/tYk4zo3Utr",https://pbs.twimg.com/profile_images/824334246366085120/4SBdZKCB_normal.jpg,United States,crazy people like believe college graduates arent part working class mean understand college degrees hes showing,"{'neg': 0.127, 'neu': 0.741, 'pos': 0.132, 'compound': 0.0258}",Neutral
3624,3996,3996,3996,2022-11-11 20:12:38+00:00,Bkess,24990051,@bmwtonyi @JaseThomasss This. Correct #studentloanforgiveness,https://pbs.twimg.com/profile_images/777214048878358529/TY5xbWHU_normal.jpg,United States,correct,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3625,3997,3997,3997,2022-11-11 20:12:05+00:00,ngwoke_johnson,852419668564467712,"What you order is most likely not going to be what you get .

#leaked #studentloanforgiveness",https://pbs.twimg.com/profile_images/1377737975912665088/KVoRnmWj_normal.jpg,United States,order likely going get,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3626,3998,3998,3998,2022-11-11 20:12:03+00:00,DavidGr30214992,1432420976915058694,"What happens next?

Student borrowers start paying back their own debts!  As it should be. #studentloanforgiveness 

https://t.co/rovJeTDwYO",https://pbs.twimg.com/profile_images/1472323327205203968/AyfmL0BN_normal.jpg,United States,happens next student borrowers start paying back debts,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3630,4004,4004,4004,2022-11-11 20:10:38+00:00,sijiurmarketer,1215075229212520448,"Looking for Google Ads Expert: https://t.co/CJutsxx7yS

#googleads #adscamapign #googleadsadscampaign #BrazilGP #studentloanforgiveness #DeviantArt #pg电子 #BrazilGP #FursuitFriday #Batman #AskSonic #PMSNFLWeek10 #smallbusiness #googleppc #digitalmarketing #marketing https://t.co/HaZjJKNtLa",https://pbs.twimg.com/profile_images/1577552103484293120/j6HxtYgh_normal.jpg,United States,looking google ads expert,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3634,4009,4009,4009,2022-11-11 20:09:17+00:00,grabthering,1585690419219791877,@PopBase When celebrities no longer have a career…#studentloanforgiveness,https://pbs.twimg.com/profile_images/1585690968539398146/wRm5_aRt_normal.jpg,United States,celebrities longer career,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3638,4015,4015,4015,2022-11-11 20:07:17+00:00,sijiurmarketer,1215075229212520448,"Looking for YouTube Video Ads Expert: https://t.co/wTk7TnSAwv

#googleads #googleadsadscampaign #BrazilGP #studentloanforgiveness #DeviantArt #pg电子 #BrazilGP #FursuitFriday #Batman #AskSonic #PMSNFLWeek10 #smallbusiness #googleppc #videoads #youtubevideoads #ads #campaig https://t.co/BAXiQmgOqH",https://pbs.twimg.com/profile_images/1577552103484293120/j6HxtYgh_normal.jpg,United States,looking youtube video ads expert,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3651,4029,4029,4029,2022-11-11 20:05:28+00:00,sijiurmarketer,1215075229212520448,"Looking for TikTok Ads Expert: https://t.co/bDJA2eqgXY

#tiktokads #adscamapign #tiktokadscampaign #DOTA2 #BrazilGP #studentloanforgiveness #DeviantArt #pg电子 #BrazilGP #FursuitFriday #Batman #AskSonic #PMSNFLWeek10 #smallbusiness #owner #marketing #b2bleads #businessowner https://t.co/xDulzYMjXQ",https://pbs.twimg.com/profile_images/1577552103484293120/j6HxtYgh_normal.jpg,United States,looking tiktok ads expert,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3655,4033,4033,4033,2022-11-11 20:04:46+00:00,Magicndelicious,1130826971552862209,We can aid everyone and everybody except the ppl who need it.  #studentloanforgiveness,https://pbs.twimg.com/profile_images/1231254360484700161/mdOEOEib_normal.jpg,United States,aid everyone everybody except ppl need,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3656,4034,4034,4034,2022-11-11 20:04:39+00:00,kathymfulton96,2906334393,@McSexNasty @JoJoFromJerz Bye #studentloanforgiveness 😂,https://pbs.twimg.com/profile_images/1597226251751772166/tG_fVvlG_normal.jpg,United States,bye,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3660,4039,4039,4039,2022-11-11 20:03:01+00:00,JoneschrisTr,1569852138,Education is a basic need. #studentloanforgiveness,https://pbs.twimg.com/profile_images/1584821128740175878/_qlbiMsn_normal.jpg,United States,education basic need,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3661,4040,4040,4040,2022-11-11 20:02:41+00:00,sijiurmarketer,1215075229212520448,"Looking for Shopify Facebook Ads Expert: https://t.co/5kY4WzFIGR

#facebookads #shopifyfacebookads #shopifyfacebookadscamapign #facebookadscampaign #BrazilGP #studentloanforgiveness #DeviantArt #pg电子 #BrazilGP #FursuitFriday #Batman #AskSonic #PMSNFLWeek10 #smallbusiness https://t.co/Y6rHKkc8vg",https://pbs.twimg.com/profile_images/1577552103484293120/j6HxtYgh_normal.jpg,United States,looking shopify facebook ads expert,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3665,4045,4045,4045,2022-11-11 20:01:33+00:00,Joanne__2022,1480712553156300804,"#VeteransDay #Veteran #studentloanforgiveness #Friday #Fri #Republican #Conservative #Independent #Independant #Libratarian #Liberatarian #Green #Centrist #Moderate #Democrat #Liberal 
🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨
#Rhinos McConnell and McCarthy need to go!! https://t.co/62SsX0e3dD",https://pbs.twimg.com/profile_images/1591899247347204097/i0-42Mfe_normal.jpg,United States,mcconnell mccarthy need go,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3667,4047,4047,4047,2022-11-11 20:01:18+00:00,phamy_asap,1577225034535403521,Manze imgn kuhama kutoka kwa goro hadi keja haina stima na uko na appliances za stima #leaked #studentloanforgiveness,https://pbs.twimg.com/profile_images/1577225226496139270/yNK3Vgtn_normal.png,United States,manze imgn kuhama kutoka kwa goro hadi keja haina stima na uko na appliances za stima,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3671,4052,4052,4052,2022-11-11 20:00:02+00:00,Arts80747142,1512516252266237952,"Is the MLS televised?
In the #UnitedStates, MLS matches are broadcast in English by ESPN (ESPN and ABC) and #FoxSports (#FoxSports 1 and Fox),... #FursuitFriday #BrazilGP #studentloanforgiveness 
https://t.co/fHBc0fvSOt",https://pbs.twimg.com/profile_images/1512516357438382083/FhX3NQ98_normal.jpg,United States,mls televised mls matches broadcast english espn espn abc fox,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3672,4053,4053,4053,2022-11-11 20:00:00+00:00,Maximil72745124,1330487083014574080,"If you are looking for professional architect to plan &amp; design your Shipping container project?
Contact Me: https://t.co/vpOHWUqz7m
#shippingcontainer #studentloanforgiveness #home #Vets #shop #container #house https://t.co/3HXPKA0X1a",https://pbs.twimg.com/profile_images/1330487355141222407/5lYWSGkU_normal.jpg,United States,looking professional architect plan design shipping container project contact,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3678,4060,4060,4060,2022-11-11 19:58:50+00:00,IoCuanto,1478812100088647681,BREAKING: Biden administration will not be bailing students out with #studentloanforgiveness,https://pbs.twimg.com/profile_images/1597458848540811264/Sa73WmJD_normal.png,United States,breaking biden administration bailing students,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3679,4061,4061,4061,2022-11-11 19:58:33+00:00,rwizah1,1588741156275462146,"@NoxienDesaw @lbjoza #doubting Thomas
#studentloanforgiveness 
#spacetimematter https://t.co/C47uesRFb5",https://pbs.twimg.com/profile_images/1588741605627928576/Z8jLfK-G_normal.jpg,United States,thomas,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3691,4073,4073,4073,2022-11-11 19:56:38+00:00,tanzeel360,1542082669403668480,"Rana Sanaullah is in hospital!!!
#leaked
#studentloanforgiveness 
#heartattack https://t.co/c6yQnGfpy4",https://pbs.twimg.com/profile_images/1542083341503053824/87-atd-Z_normal.jpg,United States,rana sanaullah hospital,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3696,4078,4078,4078,2022-11-11 19:55:16+00:00,MrTin666,582330134,How about this... All people elected to public office should have to live on minimum wage in public housing... #studentloanforgiveness  #today #Everyone,https://pbs.twimg.com/profile_images/1190541072935600128/cIv0WNbb_normal.jpg,United States,people elected public office live minimum wage public housing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3697,4080,4080,4080,2022-11-11 19:55:03+00:00,BrandKnockout,314033073,Student loan forgiveness ruled unconstitutional by a judge. Promising something that was apparently untenable from the start only to have it taken away is damaging to mental health. Now we have to pay for additional counseling to recover #studentloanforgiveness #studentdebtrelief,https://pbs.twimg.com/profile_images/1561829493727105024/a1x3ZNWE_normal.jpg,United States,student loan forgiveness ruled unconstitutional judge promising something apparently untenable start taken away damaging mental health pay additional counseling recover,"{'neg': 0.184, 'neu': 0.627, 'pos': 0.188, 'compound': 0.0258}",Neutral
3706,4090,4090,4090,2022-11-11 19:53:05+00:00,sanjaytejiram,70290187,Do you agree with the court in Texas about Student Loan Forgiveness is illegal ? #studentloanforgiveness,https://pbs.twimg.com/profile_images/1131300498831761414/a48D0Dxv_normal.jpg,United States,agree court texas student loan forgiveness illegal,"{'neg': 0.295, 'neu': 0.328, 'pos': 0.377, 'compound': 0.0}",Neutral
3707,4091,4091,4091,2022-11-11 19:52:31+00:00,crystalking99,1245445323016867840,Rank 13 out of 20 #pokemon #pokemonranked #PokemonScarletViolet #pokemongo #ranked #rare #follow #PokemonGOfriends #followtrain #viral #leaked #studentloanforgiveness #Lazada1111 #SaniaMirza #지구에서년지성아_환영해 #heartattack https://t.co/83QbvTbnwI,https://pbs.twimg.com/profile_images/1574163810981642242/M-NU5UCp_normal.jpg,United States,rank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3727,4116,4116,4116,2022-11-11 19:47:45+00:00,kathymfulton96,2906334393,Bye #studentloanforgiveness https://t.co/yb3UuIhQpP,https://pbs.twimg.com/profile_images/1597226251751772166/tG_fVvlG_normal.jpg,United States,bye,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3731,4121,4121,4121,2022-11-11 19:46:30+00:00,kathymfulton96,2906334393,Bye #studentloanforgiveness https://t.co/XWj5KQ8h7E,https://pbs.twimg.com/profile_images/1597226251751772166/tG_fVvlG_normal.jpg,United States,bye,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3732,4122,4122,4122,2022-11-11 19:46:20+00:00,TarotTruthof,1054123619394224130,🍏🥕🥤당근 쥬스 Juice #shorts #sbf #studentloanforgiveness #apple #tiktok #crypto #shiba #fyp #instagram #tw... https://t.co/IFDO0AjNPB via @YouTube,https://pbs.twimg.com/profile_images/1341570122213978112/UB2Cx_UB_normal.jpg,United States,juice via,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3734,4124,4124,4124,2022-11-11 19:45:27+00:00,kathymfulton96,2906334393,@JoJoFromJerz What do you think about the dems taking away #studentloanforgiveness ? 😂,https://pbs.twimg.com/profile_images/1597226251751772166/tG_fVvlG_normal.jpg,United States,think dems taking away,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3736,4126,4126,4126,2022-11-11 19:44:23+00:00,ehuertas19,3318090447,"Eagles Banner DM me for one follow us on all platforms at EKCRAFTMASTERS 

Also on etsy to order at EKCRAFTMASTERS 

#eagles #EaglesNation #EaglesFootball #Philly #PhiladelphiaEagles #studentloanforgiveness #leaked https://t.co/fvJ1i0FTT7",https://pbs.twimg.com/profile_images/1186710295152070656/ySXLYmjt_normal.jpg,United States,eagles banner dm one follow us platforms ekcraftmasters also etsy order ekcraftmasters,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3741,4131,4131,4131,2022-11-11 19:43:13+00:00,_TiffanyNoelle_,1376273486063239179,They said aht aht 🤚🏽#studentloanforgiveness,https://pbs.twimg.com/profile_images/1376273947336048642/fq_adeQ5_normal.jpg,United States,said aht aht,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3743,4133,4133,4133,2022-11-11 19:42:58+00:00,BigJohnIsner,966817672041287680,Joe Biden should continue the pause on student loan payments until #studentloanforgiveness is finalized.,https://pbs.twimg.com/profile_images/1581644321207484417/7usx_SWg_normal.jpg,United States,joe biden continue pause student loan payments finalized,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3744,4134,4134,4134,2022-11-11 19:42:44+00:00,bill38977,1518689092791410693,@TrustMeImBlonde @Kennykleiss @tracyjust @amaddrose Explain to me how #studentloanforgiveness fixes that.,https://pbs.twimg.com/profile_images/1518689181538689024/YY7YtjqM_normal.jpg,United States,explain fixes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3745,4135,4135,4135,2022-11-11 19:42:41+00:00,delioymisterio1,999442736418820096,#GratitudeMission #studentloanforgiveness #musica #สู้ดิวะ Falso Amigos - Delio y Misterio Ft Kendo Kaponi https://t.co/dP5zA685mE,https://pbs.twimg.com/profile_images/999445504130924544/rB-PV6jq_normal.jpg,United States,falso amigos delio misterio ft kendo kaponi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3759,4153,4153,4153,2022-11-11 19:36:52+00:00,tgwtom,968570540,Crescat @TaviCosta Gets Activist on #studentloanforgiveness #Gold &amp; #Silver #99 https://t.co/ZtNZM6EW7I via @YouTube,https://pbs.twimg.com/profile_images/2916823074/5e396f0b2d3a6306b6e9a497cdffab6e_normal.jpeg,United States,crescat gets activist via,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3760,4154,4154,4154,2022-11-11 19:36:17+00:00,Sunland05,240963487,"Money is only allowed to trickle up, never down. #studentloanforgiveness https://t.co/Hog08nbhUD",https://pbs.twimg.com/profile_images/1222421288/penguin_dance_eskimo__3__0001_normal.jpg,United States,money allowed trickle never,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3761,4155,4155,4155,2022-11-11 19:36:15+00:00,brentthomas11,17926647,Coincidence this was announced after the election instead of before? #studentloanforgiveness #Election2022 https://t.co/qlzhfQ9hq8,https://pbs.twimg.com/profile_images/1582063189767905281/ZlHlz9t1_normal.jpg,United States,coincidence announced election instead,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3764,4158,4158,4158,2022-11-11 19:35:34+00:00,VictoriaRindosh,384644880,#SouthCarolina &lt; #studentloanforgiveness https://t.co/0KIlrpmHTd,https://pbs.twimg.com/profile_images/818778627408064513/cfE8siG4_normal.jpg,United States,lt,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3772,4167,4167,4167,2022-11-11 19:33:08+00:00,Kjoseph63582865,1386442663453503494,"Are we, his believers, willing to do the same?#studentloanforgiveness #leaked #JesusIsLord",https://pbs.twimg.com/profile_images/1555440054402678784/nKuSZo9s_normal.jpg,United States,believers willing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3776,4171,4171,4171,2022-11-11 19:32:54+00:00,superior_rsa,943529478109696001,"@emteerecords 23rd Dec 2022. MP. ❤️🔥🐐

@superior_rsa #leaked #studentloanforgiveness #Lazada1111 #SaniaMirza #heartattack https://t.co/l0TDmtEqoh",https://pbs.twimg.com/profile_images/1531788531298930689/RIoF8xyN_normal.jpg,United States,rd dec mp,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3780,4176,4176,4176,2022-11-11 19:32:01+00:00,AlveenaAliEmir,1561436730774937601,Pakistan Bridal Lehenga | Lehnga | Desi Brides | Bridal Lahenga | Kaamdani | Zardozi | Jamewar | Velvet | Customizable | Mukesh Kaamdani https://t.co/DUe2SwizHJ via @Etsy #lehnga #leaked #Lazada1111 #ShoaibMalik #studentloanforgiveness #EtsySeller #heartattack,https://pbs.twimg.com/profile_images/1561436814702952456/B7alX15V_normal.png,United States,pakistan bridal lehenga lehnga desi brides bridal lahenga kaamdani zardozi jamewar velvet customizable mukesh kaamdani via,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3784,4180,4180,4180,2022-11-11 19:31:29+00:00,Dennis_orls,1580659405485490182,"Just a reminder for mauchungu..💰Tuendelee kuchase.
#zetechuniversity
#leaked
#studentloanforgiveness https://t.co/hBBUPNfA4U",https://pbs.twimg.com/profile_images/1580674578916982787/p6R84pkU_normal.jpg,United States,reminder mauchungu tuendelee kuchase,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3793,4189,4189,4189,2022-11-11 19:29:26+00:00,emiskiko,1202760256490749952,"21, can you sub for me? #leaked #studentloanforgiveness https://t.co/XqbndwqL7P",https://pbs.twimg.com/profile_images/1222447841387393027/35Ovdoa2_normal.jpg,United States,sub,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3794,4190,4190,4190,2022-11-11 19:28:20+00:00,Ky_Ty_Adventure,1492111989732216832,Just an new finished art piece of Kyle’s #studentloanforgiveness #heartattack #anipoke #BanDrishtiIAS #parkjaihyun_penipu #ArtistOnTwitter #Artchivist #painter #artist https://t.co/eGpFIsLr75,https://pbs.twimg.com/profile_images/1599485565790994434/o3hQo4jo_normal.jpg,United States,new finished art piece kyle,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3797,4193,4193,4193,2022-11-11 19:27:43+00:00,SadiyahMoh,1562537744026705921,“He knows what is in every heart.” [Quran 67:13]. #love #Allah #Quran #Ummah #IslamicThoughts #FridayNight #leaked #studentloanforgiveness #Pokemon #HeraPheri3 #heartattack #PakVsEngFinal #T20WorldCupFinal #آرہا_ہے_پاکستان #influencer https://t.co/pWFhH7pQH0,https://pbs.twimg.com/profile_images/1594225026450038789/qczW32qx_normal.jpg,United States,knows every heart,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3799,4195,4195,4195,2022-11-11 19:27:17+00:00,WallyWonkaWordz,740634637647663104,"Biden never had the authority to wipe away student debt, he knew that. It just sounded nice before the midterms. But people still think he tried his best but some nasty judge would not let him. Party politics makes people dumb. 

#Midterms2022 #studentloanforgiveness",https://pbs.twimg.com/profile_images/1271229177908400129/BSfG1ssG_normal.jpg,United States,biden never authority wipe away student debt knew sounded nice midterms people still think tried best nasty judge would let party politics makes people dumb,"{'neg': 0.277, 'neu': 0.47, 'pos': 0.253, 'compound': 0.0201}",Neutral
3811,4210,4210,4210,2022-11-11 19:24:08+00:00,PRINCESYEDS2,940455526525059072,"Shukar kar meri jaan
#princesyeds  #team8880 
#FIFA2022 
#Leaked 
#studentloanforgiveness 
#Kherson 
#SaniaMirza https://t.co/10GFAtpH8w",https://pbs.twimg.com/profile_images/1532089633084846080/FarOeJZe_normal.jpg,United States,shukar kar meri jaan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3815,4216,4216,4216,2022-11-11 19:22:45+00:00,Yenzy18817799,1371119585940897797,"Studying having twins but she made it to graduation ...

Why isnt this picture trending 
#studentloanforgiveness #欧宝体育 #ShoaibMalik https://t.co/IaUGhUeoD1",https://pbs.twimg.com/profile_images/1575477943240773632/M9smmu-F_normal.jpg,United States,studying twins made graduation isnt picture trending,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3816,4217,4217,4217,2022-11-11 19:22:27+00:00,F93592151,1415656560630501380,#studentloanforgiveness  Biden catfished us y’all,https://pbs.twimg.com/profile_images/1415657026160455682/DQ2nqg5a_normal.jpg,United States,biden catfished us,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3818,4219,4219,4219,2022-11-11 19:22:12+00:00,thaurfea,17796816,I'm going to run for President in 2024 #MedicareForAll #BlackLivesMatter #studentloanforgiveness #EnvironmentalJustice #TransRightsAreHumanRights #NoWhiteHairInTheWhiteHouse #uncorruptedbyexperience,https://pbs.twimg.com/profile_images/1270422922272915456/kNFXsW12_normal.jpg,United States,im going run president,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3821,4222,4222,4222,2022-11-11 19:21:26+00:00,toyrattca,34424279,We are open today till 7pm new arrivals #studentloanforgiveness #Zelda #NintendoSwitch #n64 #90s #VIDEO #November2022 #weekendvibes #Christmas #BlackPanther #Toronto https://t.co/V8PLUqpc3C,https://pbs.twimg.com/profile_images/1581298941458632704/wdJCJQ9C_normal.jpg,United States,open today till pm new arrivals,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3826,4228,4228,4228,2022-11-11 19:19:47+00:00,BaiyaNjuguna,1103937675155783680,"#Currency on weekdays #index on weekends let's hustle traders🙌🙌 
#studentloanforgiveness 
#ForexMarket 
#deriv 
#cryptocrash https://t.co/zUZyGLfKur",https://pbs.twimg.com/profile_images/1571794826756071425/5WNDQanz_normal.jpg,United States,weekdays weekends lets hustle traders,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3848,4254,4254,4254,2022-11-11 19:14:32+00:00,warnutztheloser,49874552,"New #Warvideo ""Bullet Land""🪖🎬📽 https://t.co/RsavY25zEP #leaked #studentloanforgiveness #ShoaibMalik #지구에서년지성아_환영해 #Veteran #VeteransDay #Veterans #VeteransDay2022 #veteransupport #欧宝体育 #الخميس_الونيس #竞彩足球 #完美体育 #BanDrishtiIAS #Veterans_Day #warclip #MTV",https://pbs.twimg.com/profile_images/1509019532974858244/0FZZo1Hi_normal.jpg,United States,new bullet land,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3849,4255,4255,4255,2022-11-11 19:14:27+00:00,OFFICIALTYSHEE,1537188886157344772,How do you subscribe to twitter blue? And what is twitter blue? #studentloanforgiveness #ShoaibMalik #heartattack #BanDrishtiIAS,https://pbs.twimg.com/profile_images/1595110690683076613/5zFip52H_normal.jpg,United States,subscribe twitter blue twitter blue,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3850,4256,4256,4256,2022-11-11 19:14:22+00:00,ChadnyAfrin,1482840320874512384,"Grow your business social media and website!

Order https://t.co/82gDAQuy1r

#RemembranceDay #Douchebag #AskSonic #BTAS #AshKetchum #VeteransDay #studentloanforgiveness #Vets #ShoaibMalik #Leaked #Apologize https://t.co/oaj1QhG07T",https://pbs.twimg.com/profile_images/1482841616826396675/m-l1_Glx_normal.jpg,United States,grow business social media website order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
3855,4261,4261,4261,2022-11-11 19:13:01+00:00,sloyoroll01973,2837431958,"But the republicans had NO issue with PPP loans, which were loans that DIDN'T HAVE TO BE PAID BACK.   #studentloanforgiveness",https://pbs.twimg.com/profile_images/1017555861651185664/NUe2HvMF_normal.jpg,United States,republicans issue ppp loans loans didnt paid back,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
